current_time,title,time_location,price,picture_links_list,item_link
2023-03-09 20:12:30,Sectional Sofa,"Listed 8 minutes ago in Houston, TX",$350,"['https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/332101860_6169133646467858_415850938582751503_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=c48759&_nc_ohc=hQxZHJLhv-8AX8bEDgB&_nc_ht=scontent-dfw5-2.xx&oh=00_AfDSIUSwT4uXbMCNGWP3VyBn1Y8j8rmBuwG9_2w-FcJ-hA&oe=640F7910', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/334125434_5764591766971673_7539999384652503630_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=c48759&_nc_ohc=tka4l-GZW8UAX8XsBQm&_nc_ht=scontent-dfw5-2.xx&oh=00_AfC3udXAQJdwm3EbB3e8QgGlETU2sZGMkqOvgR9JEQD6Vw&oe=640EA61D', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/334520257_6520709647947965_4591100599201403176_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_ohc=-tAJXboxCH4AX8Rl0fu&_nc_ht=scontent-dfw5-1.xx&oh=00_AfCEp65igwC5WyATyboQSjxohOl31-HR5cniyT0cq9HEaQ&oe=641017B0']",https://www.facebook.com/marketplace/item/989355142442913/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:12:26,NEW 2pc Living Room Set * CINDERELLA Red Velvet Sofa And Love Seat w/Nailhead Trim * DELIVERY AVAIL,"Listed 6 minutes ago in Houston, TX",$699,[],https://www.facebook.com/marketplace/item/721593612835184/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:12:23,Donlen white Leather Sectional â no credit check in stock $1249 same day delivery,"Listed in Houston, TX","$39
  Â· In stock","['https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/332949029_6085849091494977_7873465163777082778_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_ohc=5HAjuVD3U6kAX_fN4jf&_nc_ht=scontent-dfw5-1.xx&oh=00_AfDbjbq6zkSc6NXMhgaFz9ehwfUVRtlxXBmD8wombLzpSw&oe=640F4C30', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/332894452_5946530628768648_8514561304586509866_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=c48759&_nc_ohc=K1ioMQT-FeQAX_RkM3d&_nc_ht=scontent-dfw5-1.xx&oh=00_AfA1qqBG-mF8uGLIpmhwhk6T5YOmQkkGNo2UvlT6fku3Yg&oe=640EAEFE']",https://www.facebook.com/marketplace/item/589445922840632/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:12:19,Great cute sofa love seat with cup holder included ððâ¼ï¸â¼ï¸,"Listed in Pearland, TX","$1
  Â· In stock","['https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/309398898_5288698127895129_7666114459204469906_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=c48759&_nc_ohc=DzVfCSqfpWwAX_DqbrU&_nc_ht=scontent-dfw5-1.xx&oh=00_AfA8x4OZesmQv6MkIBHWCwLWp0M2kg5JOHx3x-wYDXCqsg&oe=640F1488', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/308806973_5051450424954347_7107796664429261379_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=c48759&_nc_ohc=ry3tqY9XNV8AX8orkUe&_nc_ht=scontent-dfw5-1.xx&oh=00_AfCOXAm943t__Lsj3359grvRQxSX5sCCL-fPXqyo6nLokw&oe=640F8C47', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/309187636_5528487653872361_785382008585675474_n.jpg?stp=dst-jpg_s960x960&_nc_cat=104&ccb=1-7&_nc_sid=c48759&_nc_ohc=-ULKb_yltCYAX_l1t_-&_nc_oc=AQk4p_FWcUXoxQhiCyr6bdZI6e5UiSGhUj7OgpAn8nOlQK-KGmnkku5bFAjW1QCsZSc&_nc_ht=scontent-dfw5-2.xx&oh=00_AfCBoJHe5lVisbkrb2z8HlKHT9THByAbEeK3ocyKPfDFJA&oe=640EB566', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/309567877_8875994725745751_7532607308590534163_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_ohc=nz9JundQ2RUAX_oIKqK&_nc_ht=scontent-dfw5-2.xx&oh=00_AfC0m9kiJHisHwe4OdAtIuVoWKqsBicG1R5dlJYEmy3Flg&oe=640FBBB9']",https://www.facebook.com/marketplace/item/510383674593334/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:12:16,Fancy 2pc cute sofa love seat! Really soft and comfy!! ð highly recommended!!!,"Listed in Pasadena, TX","$1
  Â· In stock","['https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/253758584_4550591994979665_4531317122898005903_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=c48759&_nc_ohc=hN3IZ3mborYAX9LwVbt&_nc_ht=scontent-dfw5-1.xx&oh=00_AfD9liirtxlnYWOc0iLo8hQPQE4Bo9zNzMmwtRsEg4V_IA&oe=641078D7', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/251636635_4418910701524882_5236144078858963999_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_ohc=2kUWmhVQkiUAX829Po7&_nc_ht=scontent-dfw5-2.xx&oh=00_AfADNIA_PiQD_y7NcnyUgtjjtg_JcaMaz4dWTyBjZ6AHZg&oe=640F7CC5', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/253704968_6347153105357766_5024695123104709705_n.jpg?stp=dst-jpg_s960x960&_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_ohc=U2QGrglaVJQAX-XEc_d&_nc_ht=scontent-dfw5-1.xx&oh=00_AfA6hLCUV_XIVoA7D6V0alGZw-C5aFwSD6ZSN-4q1e_yrw&oe=640FD34B', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/253757266_4056148817818108_1463846834705824040_n.jpg?stp=dst-jpg_s960x960&_nc_cat=107&ccb=1-7&_nc_sid=c48759&_nc_ohc=9a3vE1Sb6gMAX-LTOYZ&_nc_ht=scontent-dfw5-2.xx&oh=00_AfA7FhgN2mqjQohGHuFYa_exenJVchwjwv2sPUIo-QZD3g&oe=640F30D0', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/253654477_6419936518077334_754285080438797533_n.jpg?stp=dst-jpg_s960x960&_nc_cat=105&ccb=1-7&_nc_sid=c48759&_nc_ohc=823dbH9e3w0AX-7bA_k&_nc_ht=scontent-dfw5-1.xx&oh=00_AfC3Oiliw5rnpvTvbBwYuEj7xSKChgdSq_H8edY1-fZo1g&oe=641060A3', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/254601321_6401777229863866_4797572628938741535_n.jpg?stp=dst-jpg_s960x960&_nc_cat=107&ccb=1-7&_nc_sid=c48759&_nc_ohc=W2w2n-o2DxsAX_oeRGB&_nc_ht=scontent-dfw5-2.xx&oh=00_AfDM6IbFOqsa5mnRD9IBc9ioYYEyBjuWQfRUCQMWH9YEXA&oe=640EE72E', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/253967985_3328305503960775_3528140032626849488_n.jpg?stp=dst-jpg_s960x960&_nc_cat=109&ccb=1-7&_nc_sid=c48759&_nc_ohc=HnBtz4I1coQAX-7MyQQ&_nc_ht=scontent-dfw5-1.xx&oh=00_AfAUD84SrMV0CvXWr1kLHZZ1Xo8wWWUnPgpaSPadXY7Mxg&oe=64101066']",https://www.facebook.com/marketplace/item/111537378490368/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:12:13,5 different colors sofa love seat ð No credit needed No Down Payment Required same price for all.,"Listed in Pasadena, TX","$1
  Â· In stock","['https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/281531634_8202636736429230_5629085486201711634_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c48759&_nc_ohc=e4lyCP9nzNcAX8VS874&_nc_ht=scontent-dfw5-2.xx&oh=00_AfBczkwc2t6Iqsf_Vh0H8eq080pQcayTyKjUbS2jpAn6vg&oe=640EB496', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/272885829_4918380561602990_5906150676022509523_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c48759&_nc_ohc=fulA5U26ti4AX__-imV&_nc_ht=scontent-dfw5-2.xx&oh=00_AfB5jWuqBJOC_Ak3eiLisFdneQRVZqOrxrSDrs68lW0x-Q&oe=640E93E5', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/281058071_5096473650433431_119011306441080729_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_ohc=1leuUjwvH8wAX_dK9Dw&_nc_oc=AQnassKHh09sWXkSCYhAqNxsdhAZ91OZOD_X51FbRYEPz8A_EmHtJ8wsdCoZ2t6wD_8&_nc_ht=scontent-dfw5-1.xx&oh=00_AfA22vwzgJWWR2z9P9l-x8Aw52y6NcB77WxKvhMVS23Uog&oe=64100671', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/272351150_4835442309843553_6211437807384999016_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_ohc=7rh71IF8QLAAX8HIBRt&_nc_ht=scontent-dfw5-1.xx&oh=00_AfA8IcWBNC_Att7ae6zCVzUFerWas1jsaeniCKO2v-Hx1Q&oe=640EFA3A', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/267406619_4383143235116310_8923208742485510459_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_ohc=Lv2EmTd1Y08AX8N7dkw&_nc_oc=AQnbRzZqtmZ0-VrSeh0lNX8ZyIVwN6YOwIe3pVGgEkAleyy3EA7WnM0z1eiLZwQaarw&_nc_ht=scontent-dfw5-1.xx&oh=00_AfAPYRHzbL6bbyx3WBl-SmyByGm4yZp4gx4WuRvrXe_ipA&oe=640EF837']",https://www.facebook.com/marketplace/item/1249112196035353/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:12:09,Cute black electric leather recliner with phone chargers and blue lights ðð,"Listed in Houston, TX","$1
  Â· In stock","['https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/308541989_5255486721228988_6623289310224521923_n.jpg?stp=dst-jpg_s960x960&_nc_cat=102&ccb=1-7&_nc_sid=c48759&_nc_ohc=wKTBsGrha4QAX9gG4nH&_nc_ht=scontent-dfw5-2.xx&oh=00_AfAkP38brSdvh-vspUvipHi-tNcHr8wJ0ObQ34xw0jjGvQ&oe=640EB2DD', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/309389087_5801447223255304_6737310280635771619_n.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=c48759&_nc_ohc=CWU2U5ZW39kAX_PkJRO&_nc_ht=scontent-dfw5-1.xx&oh=00_AfAYKKZsVxIaOhMOYmh6fmJf3rGKPvb72R90pn0CWEIfog&oe=640EA01B', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/308387636_8800301309995591_4913255908577209460_n.jpg?stp=dst-jpg_s960x960&_nc_cat=102&ccb=1-7&_nc_sid=c48759&_nc_ohc=X_BG_8Ljh9AAX-kqY-i&_nc_oc=AQkuH8jnhqnxjF95uaKADJ4AIrRgtEzZRtvfI-KCYansO5n0SKVlC4r5bdxeDQUvbyE&_nc_ht=scontent-dfw5-2.xx&oh=00_AfCrMMmxodx6IBvgFic_GafUcrH5FnPxapKRO9FdXrXnbA&oe=640F1C90']",https://www.facebook.com/marketplace/item/926228711741162/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:12:06,Brown sectional! It can be gray as well ! ð message me for more details,"Listed in Pasadena, TX","$1
  Â· In stock",[],https://www.facebook.com/marketplace/item/1718399095286395/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:12:03,Gray beautiful 2 pc sofa loveseat!ð,"Listed in Pasadena, TX","$999
  Â· In stock","['https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/244767179_4130682337036999_7297436953596925863_n.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=c48759&_nc_ohc=NZU1thmQsMIAX-RqRC2&_nc_ht=scontent-dfw5-1.xx&oh=00_AfBr8r7EeK_TfRf4hRxwzggivru2exo7_rsdMPf-WYDUWg&oe=64107CEF', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/244683900_5050025938360627_2179076117708944209_n.jpg?stp=dst-jpg_s960x960&_nc_cat=106&ccb=1-7&_nc_sid=c48759&_nc_ohc=fOxPui-6Ix4AX8FhjLI&_nc_ht=scontent-dfw5-2.xx&oh=00_AfAxKm6LugfcX4nfBLo7o7Ivmjf1bZyL1zlTNqBVDRMZaA&oe=640FA989', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/249103774_4476164982473778_7323703285365414050_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_ohc=mcAHg51fvHEAX_ztJ_4&_nc_ht=scontent-dfw5-1.xx&oh=00_AfCSdv7YmPz3V7i0TAjOzjC2NREaWDU3lwYEAkid49cvAA&oe=640EE503']",https://www.facebook.com/marketplace/item/205121348776390/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:12:00,Nice black couch with 4 white pillows ðð,"Listed in Pasadena, TX","$1
  Â· In stock",[],https://www.facebook.com/marketplace/item/549817873652280/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:11:56,Beautiful gray sectional recliner ðð,"Listed in Pasadena, TX","$2,499
  Â· In stock",[],https://www.facebook.com/marketplace/item/1162025027792943/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:11:53,Albany Smoke Sectional!!,"Listed in Houston, TX","$1,600
  Â· In stock",[],https://www.facebook.com/marketplace/item/226274789763405/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:11:50,Logan Sofa & Loveseat Grey Velvet With pillows included ðð!!,"Listed in Pasadena, TX","$1
  Â· In stock",[],https://www.facebook.com/marketplace/item/935992217645100/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:11:45,"Nuevos juegos de sala con garantÃ­a,planes de pagos sin crÃ©dito por 39 Down !!","Listed in Houston, TX","$39
  Â· In stock","['https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/273998889_5571107312916056_4829579449078320409_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c48759&_nc_ohc=7kyOTH8kBdwAX9-P2vT&_nc_ht=scontent-dfw5-2.xx&oh=00_AfBR7nXGWpG6glcCFxikqAMsJBK6xWaMH5tCPpNGpz83Xg&oe=640FF635', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/273792331_5626302057383847_8350756085963719671_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c48759&_nc_ohc=sXTHExik_uEAX-skClN&_nc_ht=scontent-dfw5-2.xx&oh=00_AfAYP5hi6TPGN_XmpXBxAsSurHHFfGQbvsR3vDuDeGp2BQ&oe=640FF820', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/273884002_5223603340984363_7332496131977538260_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_ohc=edZJV2hNBHEAX9F4PrE&_nc_ht=scontent-dfw5-2.xx&oh=00_AfBZfG4VEheNMF4--jhlx-gNNTyA-oq5RtGn_j21K1tCHg&oe=640EB801', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/273685861_4816978648371485_883978143551130395_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c48759&_nc_ohc=Tq7T9jPrEM0AX9VaHwD&_nc_oc=AQmPuFmLLGARgvKkghOabptRrnKh-I3i8ixQC6WyIwUkY2D8nPcNs3ttL7bwA1BV1mk&_nc_ht=scontent-dfw5-1.xx&oh=00_AfBjcS7G5XsE3tArePcbkYfZRE-W_FKrHm-uD41dMXtiZA&oe=640FDDEE', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/273881135_4625733317537764_999593296634526418_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c48759&_nc_ohc=Axr97jMR0HgAX-FnfZG&_nc_ht=scontent-dfw5-2.xx&oh=00_AfD25FOkncaP2kK3L0uR6BbrM5TKDwNiSLRLCPWrDCC63g&oe=640F9EDB', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/273926217_4840684889385886_5048893756447226390_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c48759&_nc_ohc=Cx8zdolpATIAX8YcCU2&_nc_ht=scontent-dfw5-2.xx&oh=00_AfDtRSVlL6WS-5eXbxRDeJ2EboUp_Pv3rHqRIQ9kKK2pBw&oe=64103EB8', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/273723313_4857273671026503_7492573090877302238_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c48759&_nc_ohc=0Nxln2r973cAX9YDahe&_nc_ht=scontent-dfw5-1.xx&oh=00_AfBY7FtKo7brpf6ysnBjsp0bcyL8EZdp7MtkirGqB2GgNw&oe=640FC2DC']",https://www.facebook.com/marketplace/item/511167034318930/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:11:39,Stationary living,"Listed in Houston, TX","$39
  Â· In stock","['https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/250817683_4417065328361893_1687891527900679469_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_ohc=myBor6bPuWoAX8rNBVA&_nc_ht=scontent-dfw5-2.xx&oh=00_AfDTUQ9CNvEJtn2rWoylCKqtUm8jM1Hz0yqenwG3PYlHfA&oe=6410808E', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/250814719_6951059108241341_3797456658430438206_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_ohc=grsKRxTCANQAX8Aogo9&_nc_ht=scontent-dfw5-2.xx&oh=00_AfBbHR1DZk4S7DILygjgHDc4LqhRl_PI9yHAGWkYb3w19A&oe=640ED271', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/250859756_3225131784277493_8851055046322283585_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_ohc=634End0hQIwAX_7UgWv&_nc_ht=scontent-dfw5-1.xx&oh=00_AfCSvj0Xz2M4eEtMJmM0bNEcopx7tXoT2vPt0fv3QnM1JA&oe=640FF78C', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/250929182_4365595746823451_7067423184383626774_n.jpg?stp=dst-jpg_s960x960&_nc_cat=106&ccb=1-7&_nc_sid=c48759&_nc_ohc=4GgAzoEark0AX8fu40S&_nc_ht=scontent-dfw5-2.xx&oh=00_AfBCDRBQD38yOnA5TyKspRzK5am3S2_zHoF81MBbiqn-jw&oe=64107AB3', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/250921745_4445281612228715_4378267416824539898_n.jpg?stp=dst-jpg_s960x960&_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_ohc=Pce8d6yIndcAX9tRouX&_nc_ht=scontent-dfw5-1.xx&oh=00_AfDrbfz0FIvzmHCp42aGuxB5jIT_tnkroFrxbwGO-ezjig&oe=64100576', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/251028703_4552433081484080_5988651089194116731_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=c48759&_nc_ohc=Udf-ewU0xSgAX_SDNir&_nc_ht=scontent-dfw5-1.xx&oh=00_AfBvZ_hmsZpJ53COMRiUmiYMObcqJUQ1E3XK5Atk6tEKuA&oe=640E8BAD', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/251086444_4797888863574888_7229032656481167947_n.jpg?stp=dst-jpg_s960x960&_nc_cat=106&ccb=1-7&_nc_sid=c48759&_nc_ohc=fjEzYeT9mE8AX_7wiMM&_nc_ht=scontent-dfw5-2.xx&oh=00_AfBbpCbY_s8Pq8JaWM1PRzQpktq-kin7Y_rAaxqLBuNjsQ&oe=640FDD7F', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/251066403_4677743972269935_4297383101243926800_n.jpg?stp=dst-jpg_s960x960&_nc_cat=109&ccb=1-7&_nc_sid=c48759&_nc_ohc=dJviff2UhDsAX9jDh59&_nc_ht=scontent-dfw5-1.xx&oh=00_AfCJzFMQX-T9KwNWGULN1g1NAr2vB7kuWWBImKhvFBHYqA&oe=640FFF5E', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/248660892_6426662324075559_7595060556313174454_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_ohc=tK6dAOnenmcAX_r6eE1&_nc_ht=scontent-dfw5-1.xx&oh=00_AfAjPYNFVhNPlO37OEyMIlM2-8H8Fyo09F7afb-K5wdbVQ&oe=641042EA', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/250152957_4357961987590646_5265652370585404134_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=c48759&_nc_ohc=nw0Yct5RFBcAX8jIz92&_nc_ht=scontent-dfw5-1.xx&oh=00_AfDrle3Mbm9GrJ1eC4omgxZarP4HoDzG_zp2zZzKc9_v4g&oe=640F0826']",https://www.facebook.com/marketplace/item/706926051118847/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023-03-09 20:11:36,Reclining Living,"Listed in Houston, TX","$39
  Â· In stock","['https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/274354309_4571449389625621_4888580272066009725_n.jpg?stp=dst-jpg_s960x960&_nc_cat=100&ccb=1-7&_nc_sid=c48759&_nc_ohc=g6M8lJnef4YAX_CI_tw&_nc_ht=scontent-dfw5-2.xx&oh=00_AfDsjALutYwCyC4qknoF3sYLMckCgSylRgn26m0T_7xi6A&oe=64106188', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/275475451_5273830882682333_5943749351996469066_n.jpg?stp=dst-jpg_s960x960&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_ohc=XZMZ2VGFNRsAX-LOkUf&_nc_ht=scontent-dfw5-1.xx&oh=00_AfC5-Q28QVap7NLLVoA3uqKnJxk0VUfZ9_ozFkJ0icbcVA&oe=640ECB48', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/275284251_4962672900469241_496103127251121385_n.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=c48759&_nc_ohc=Z-6IoZrYnY0AX_tw2R1&_nc_ht=scontent-dfw5-1.xx&oh=00_AfCw4DC-_0c28_kYv6r8ZAgbb-7rdcIZA6xAJtbWTie7Cw&oe=640EC0FA', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/275384753_5212644332186020_7053305234207802231_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=c48759&_nc_ohc=j04o-kZcFUoAX8Vu_xu&_nc_ht=scontent-dfw5-1.xx&oh=00_AfAl7uRFMrsM_tBlKtSHqIIMxV045Mf9sPWZ3XZcvOEuqA&oe=640F880D', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/275374527_5074627085958964_5582131457057889580_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_ohc=PcJyisnTV8MAX9tDMgU&_nc_ht=scontent-dfw5-2.xx&oh=00_AfBnQGs1YZgFrEy5lF6SIoKgviaxl-UXasTJjMwcX8JDEA&oe=64104005', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/275301534_4794195253968530_6443150025188762731_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_ohc=RZtWPHqQqy8AX9bkzKP&_nc_ht=scontent-dfw5-2.xx&oh=00_AfAKOYI0erMXCgVhfeYZQ6MgPAVfQyB-GDdnw06zPPJ_kQ&oe=640F9EBF', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/275323891_5592938337388762_7232551664852420102_n.jpg?stp=dst-jpg_s960x960&_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_ohc=U0mWIQZQC1kAX8GQH3b&_nc_ht=scontent-dfw5-1.xx&oh=00_AfCfSyNBduP2Fm5Mmb62RokQucNwnCx4HR0IzE0HeL2a2A&oe=640ECF21', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/275294028_4813719878677882_323418322324954384_n.jpg?stp=dst-jpg_s960x960&_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_ohc=Co9Ia5j_MeQAX-nTk4R&_nc_ht=scontent-dfw5-2.xx&oh=00_AfDii8PvBxdxd3sffWT6YoPmQzOIDYZ8LnmC7pxipZS_Qg&oe=640FD481', 'https://scontent-dfw5-1.xx.fbcdn.net/v/t45.5328-4/275274122_4599629223475930_517764005796099485_n.jpg?stp=dst-jpg_s960x960&_nc_cat=105&ccb=1-7&_nc_sid=c48759&_nc_ohc=hGdpF89-w8gAX8zArCl&_nc_ht=scontent-dfw5-1.xx&oh=00_AfC1Cyy_XApGShseTwlxgAyo3DaroXrGsrkMUZ9eHTTaXQ&oe=640F4627', 'https://scontent-dfw5-2.xx.fbcdn.net/v/t45.5328-4/274538636_7308486862524849_1867677283520186039_n.jpg?stp=dst-jpg_s960x960&_nc_cat=104&ccb=1-7&_nc_sid=c48759&_nc_ohc=lP88Rqvlfn4AX-pt7wQ&_nc_ht=scontent-dfw5-2.xx&oh=00_AfD-773fNE9jEQHafpIMHGpxeijT4wMVy4dTvmoNH93bNw&oe=640ECD9A']",https://www.facebook.com/marketplace/item/1854205564941441/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
